"FUA","ForestsPct","Forests_area_cv","Forests_area_mean","Forests_cohesion","Forests_contig_mean","Forests_division","Forests_edgeD","WetlandsPct","HerbaceousPct","ArtificialPct","Artificial_cohesion","Artificial_contig_mean","Forests_UrbanFabric1500","Artificial_UrbanFabric1000","Vegetation_Roads1500","Roads_cohesion","Roads_contig_mean","Roads_edgeD","Indus_cohesion","Indus_contig_mean","UrbanFabric_cohesion","UrbanFabric_contig_mean","ImperviousPct"
"SE001L1",43.6620706432803,1949.82538225115,79.8153273809524,99.526184110719,0.535636783159493,0.997409831192941,14.4392335836318,0.734898097595381,0.0126149029592292,2.00856123841982,89.4708302393037,0.351700256166027,2.75517362622805,0.208043664215723,0.494964012625261,78.6365427793139,0.129787945760805,0.57874256342376,83.349175839806,0.330987989480249,94.5675267794882,0.480131413571964,9.41769286691109
"SE002L1",44.8353869058317,1985.02028942503,117.811704211557,99.7413387042,0.483198646387557,0.985620416946649,20.0000510105617,0.784101402021912,2.01815257023048,1.50940664224441,86.084984085566,0.344165130870686,1.85869062434877,0.108599737101001,0.52412832166901,77.9284577610045,0.15545770027242,1.09173937797154,85.9423027826412,0.31732917425107,92.6153060787435,0.406530640233377,8.52012719483534
"SE003L1",6.91936542020473,785.596615062237,22.025459688826,97.1843376661419,0.51790444351284,0.999761499610912,5.86122329294787,0.0059315488862513,0.0977958563378193,2.91055329519509,88.9866996462322,0.346696109888748,0.172661493604177,0.158447793019197,0.101586734052057,81.9787060925168,0.141389638244263,1.6953896597225,87.6750864208227,0.370727846297853,94.6530812305834,0.35965857498585,10.7640875288837
"SE005L1",71.5762466749717,3208.71103639408,710.252664298401,99.9732152805421,0.455378029200019,0.84814794584101,13.9254647719534,5.07480825753306,0.0189535729210048,0.127577580088777,86.862329079507,0.376013863357639,3.46628379579566,0.0220424386767849,0.804173212433015,80.2578869886405,0.122134591580259,0.118926997218158,79.8060834641566,0.32586595947185,86.3305996764991,0.402033182079648,1.84048954560097
"SE006L1",61.1636365426847,2535.74707491113,178.032316148597,99.8237438153526,0.524742481383848,0.967797084677785,16.4137509620182,1.74753408247201,0.539437843997197,0.407696301669514,86.9846934745792,0.333184392218143,3.80064734946139,0.0580441075334851,0.651183503145317,84.8134670877826,0.118643391392514,0.263757343244215,85.3191891865414,0.321635965777184,86.5089336041659,0.428910389094959,3.06733459671646
"SE007L1",48.4458002863016,3704.86532420401,107.084038290294,99.8724073192265,0.50042054912743,0.957620100494182,16.1005421767535,0.455085142614161,0.152816555644817,0.576693626109147,87.8014681122057,0.330528546431434,2.18657334791484,0.0661130690675821,0.521448033822358,74.6733744497517,0.104013377774198,0.298320374186803,76.2607392028399,0.222059742325507,88.6857049090419,0.31324449771999,3.56854366368354
"SE008L1",48.9649562472926,1774.45871060971,184.423960138648,99.7616967352782,0.535211739448281,0.975768758782163,13.1042621299985,0.225301274458798,0.0126403313316917,0.505066276457947,89.7273740181546,0.392958746216242,2.19197641496233,0.0504792616470219,0.535298496207547,74.5861577462743,0.125246535400383,0.412174317428071,80.9979024492127,0.278080599294306,88.4883333291816,0.359048170844035,4.01834921060773
"SE501L1",41.5871645386995,1619.54801496617,105.206263899185,99.6173676456427,0.610877562454235,0.985225036002595,17.7971130853682,0.580749234700472,2.54076949611401,0.364795161649506,87.7774487918821,0.443580733519328,1.29070077763512,0.032059054592126,0.489365973097375,63.7787002523808,0.0914010315702436,0.287411492968891,83.7372720338374,0.344993469440585,92.8842491303237,0.493712578752747,3.43782555790899
"SE502L1",46.3734328536066,1652.92354923271,86.0429911412194,99.5654984661079,0.570216866219057,0.994025051134457,17.0366014128469,0.301880801785938,5.60920756674283,0.297940525382767,86.2153910603558,0.357037692376343,3.1596306970798,0.0456821616355721,0.519048821752912,67.6508087906964,0.130460568895755,0.214178452520421,81.4992106622555,0.286363151805819,91.1077950748216,0.346503977471872,3.24037065354975
"SE505L1",51.8264458567379,1648.27325280318,216.021701388889,99.8998837346217,0.45477150942219,0.878626873066652,27.9955956025204,2.08563054456725,4.64912208961766,0.579643412063153,83.5374184266309,0.327710919704728,2.72888771215673,0.0438709758362371,0.625154884712419,69.8267346630965,0.143817987679684,0.614540276600774,86.7379634569273,0.191068540261845,88.5739046868745,0.250087931797755,5.55586649195383
"SI001L1",54.7377895829064,1978.45816932837,215.45306122449,99.8533643006453,0.448791522199092,0.953651396797396,15.1384909264565,0.00580269893773377,0.920467399319661,0.373164182726661,78.0898930962254,0.317182122868154,2.4434591649912,0.0274848113125791,0.553598293121161,78.8496215512908,0.0775050458680505,0.889201673397119,84.4911636853421,0.280155059919241,90.4338612818312,0.385006099452384,8.39831555306582
"SI002L1",38.2760016695982,1479.98537628153,44.6557553956835,98.9645005410418,0.546178348469379,0.993947802600054,23.9484232136701,0.0150268073762728,0.00477611468737438,0.277923563575443,75.2754370614834,0.313971550674181,1.58016645676442,0.0217758314298222,0.377047994596951,76.3081198875137,0.16107204415244,0.676868140632155,82.3598332177616,0.254289183949324,87.3239230657769,0.356208685390858,6.59521202736806
"SK001L1",33.4838465504191,1302.49192667846,160.094059405941,99.5251775277471,0.470155231749816,0.985426473784796,7.0620935073016,0.00928020787733017,2.11882298555268,0.910546279690067,82.6260401277263,0.373104570667676,0.566155900260672,0.0452007108422127,0.344570167624719,81.5559981878618,0.14140202353454,1.17350159350923,90.3059419503592,0.402116435998897,95.010913279934,0.519991067185615,9.87446028186043
"SK003L1",63.8366383776388,1414.46243455385,259.991860465116,99.8850576952069,0.414362398887916,0.810622623979231,19.007274179688,0,1.24316398635037,0.554681195854143,76.5901913349483,0.317472333112722,1.74378525796569,0.0410054128074702,0.598361056438503,68.8504088695034,0.115181083534679,0.400221089876262,85.3017256118809,0.317910394934786,92.6923333951935,0.452783265546836,4.78050846493258
"SK004L1",9.79484462493899,952.639980404448,34.3910714285714,97.8534715074125,0.469409548279303,0.998838350982189,4.23856893326561,0.0718627172757771,0.917088966608426,0.827932418709817,86.1287879393973,0.312279493588929,0.246195828511013,0.0428377602122984,0.109775779063778,50.2231608036452,0.0972490794229925,0.27625336025668,84.0131640558804,0.398685039655254,94.4550585670052,0.474410811245673,8.88121948329798
